% Model:              Seven_materials_S_parameters.mph
% Version:            COMSOL 6.1.0.282
% Date:               Jul 9 2025, 14:50
% Table:              Table 17 - Global Evaluation 1
% freq (GHz)             1-abs(emw.S11)^2-abs(emw.S21)^2-abs(emw.S31)^2-abs(emw.S41)^2-abs(emw.S51)^2-abs(emw.S61)^2-abs(emw.S71)^2-abs(emw.S81)^2-abs(emw.S91)^2-abs(emw.S10_1)^2 (1)
8                        0.9364411887585884
8.346938775510203        0.9950710922861726
8.693877551020408        0.9820406057566208
9.040816326530612        0.9486667139876594
9.387755102040817        0.9211377214824104
9.73469387755102         0.9067414390851585
10.081632653061225       0.9045123646160641
10.428571428571429       0.9108342510941524
10.775510204081634       0.9217986189769783
11.122448979591837       0.9341852865005341
11.469387755102042       0.9458120364720907
11.816326530612244       0.9555079611079194
12.163265306122451       0.9628795853602914
12.510204081632654       0.9680344297108645
12.85714285714286        0.971364882868042
13.204081632653061       0.9733859496092268
13.551020408163266       0.9746961817805135
13.897959183673471       0.9758166485898354
14.244897959183675       0.9771218643066969
14.59183673469388        0.9787957747438872
14.938775510204081       0.980777296592344
15.285714285714286       0.9827523194684088
15.63265306122449        0.9843013798980974
15.979591836734697       0.9853005826674821
16.3265306122449         0.9862078446225243
16.6734693877551         0.9877042930998143
17.02040816326531        0.990054558011169
17.367346938775515       0.9929332845072579
17.71428571428572        0.9956816499036465
18.06122448979592        0.9976257754414537
18.408163265306122       0.9983006124606597
18.75510204081633        0.9975787421666764
19.102040816326532       0.9957096858268734
19.448979591836732       0.9932979100621473
19.79591836734694        0.9818417378324497
20.142857142857146       0.971404001729561
20.48979591836735        0.9631703191884657
20.836734693877553       0.9551359415415349
21.183673469387756       0.9467908667696043
21.530612244897963       0.9379224028323624
21.877551020408163       0.928496587942016
22.224489795918366       0.9186240818838068
22.571428571428573       0.9085019046221717
22.918367346938776       0.8982789436861285
23.26530612244898        0.8877102884492991
23.612244897959183       0.875148164777818
23.959183673469393       0.854649339078812
24.306122448979597       0.8118496400204487
24.653061224489797       0.7438125106556408
25                       0.696744491504093
