% Model:              Inverse_design_OPt_and_Analysis.mph
% Version:            COMSOL 6.1.0.282
% Date:               Nov 23 2025, 20:47
% Table:              Table 42 - S-parameter (emw)
% freq (GHz)             1-abs(emw.S11)^2-abs(emw.S21)^2-abs(emw.S31)^2-abs(emw.S41)^2-abs(emw.S51)^2-abs(emw.S61)^2-abs(emw.S71)^2-abs(emw.S81)^2-abs(emw.S91)^2-abs(emw.S10_1)^2 (1)
8                        0.9119030447964439
8.346938775510203        0.9569024671065911
8.693877551020408        0.9541906781619583
9.040816326530612        0.9390173447151524
9.387755102040817        0.9274768081594357
9.73469387755102         0.9235919030887605
10.081632653061225       0.9261729902666197
10.428571428571429       0.9324272050807273
10.775510204081634       0.9396640597898148
11.122448979591837       0.9460596455085319
11.469387755102042       0.9508228308471534
11.816326530612244       0.9539602740049677
12.163265306122451       0.9558710137756167
12.510204081632654       0.9569993583799283
12.85714285714286        0.95766709318395
13.204081632653061       0.95806578756299
13.551020408163266       0.9583603361072538
13.897959183673471       0.9587336614654627
14.244897959183675       0.9593907446048655
14.59183673469388        0.9604912265093574
14.938775510204081       0.9620214283616106
15.285714285714286       0.9637012412563932
15.63265306122449        0.9649752358003142
15.979591836734697       0.9653509320180416
16.3265306122449         0.9648739523370945
16.6734693877551         0.9642184398364723
17.02040816326531        0.9641451996555381
17.367346938775515       0.9649982167928134
17.71428571428572        0.9666489376020425
18.06122448979592        0.9687315243265715
18.408163265306122       0.9708763898739212
18.75510204081633        0.9728558180243647
19.102040816326532       0.9746573639331134
19.448979591836732       0.9766222414687189
19.79591836734694        0.9628976285050765
20.142857142857146       0.9507110724504959
20.48979591836735        0.9434770090968504
20.836734693877553       0.937643624982997
21.183673469387756       0.9326114828806111
21.530612244897963       0.9281485293118956
21.877551020408163       0.9240169095408266
22.224489795918366       0.9199004191435932
22.571428571428573       0.9153890208211977
22.918367346938776       0.9099744266658292
23.26530612244898        0.9030566720852872
23.612244897959183       0.8940621904881262
23.959183673469393       0.8826419446944145
24.306122448979597       0.8688254815675716
24.653061224489797       0.8528225958092763
25                       0.8341240724971353
